name,address,place_id,rating,reviews,price_level,website,arrondissement,street_name
au relais,"48 rue lamarck, 75018 paris, france",ChIJP4peY1xu5kcRnN70piFF7ms,4.5,1010,2.0,https://aurelais.fr/,18,rue lamarck
bistro l'olivier,"88 rue ordener, 75018 paris, france",ChIJrf5fwF5u5kcRIsOwUSxNsWk,4.8,1311,2.0,https://www.lolivierparis.fr/,18,rue ordener
le jules jo - paris 18,"28 rue hermel, 75018 paris, france",ChIJn_VTZF5u5kcRd5FwoPb19xE,4.4,1362,2.0,https://www.julesjo.com/,18,rue hermel
le café de la poste,"76 rue damrémont, 75018 paris, france",ChIJ5XgyS1du5kcR4bQYPBtIfG0,4.4,968,2.0,http://www.cafelaposte.fr/,18,rue damrémont
brasserie bellanger,"140 rue du faubourg poissonnière, 75010 paris, france",ChIJLzkwDG5v5kcR4iljevWUw_M,4.7,4055,2.0,https://nouvellegardegroupe.fr/,10,rue du faubourg poissonnière
la bohème du tertre,"2 pl. du tertre, 75018 paris, france",ChIJIYwfskRu5kcRw-RHkaHmdtM,3.5,1662,3.0,https://labohememontmartre.fr/,18,pl. du tertre
la bohème montmartre,"2 pl. du tertre, 75018 paris, france",ChIJzw9_Vltu5kcRA-eWn_V2xAY,4.0,187,,http://www.labohememontmartre.fr/,18,pl. du tertre
le sancerre,"35 rue des abbesses, 75018 paris, france",ChIJ61KrbEVu5kcRNtFbrBic-IM,4.0,2010,2.0,http://lesancerreparis.com/,18,rue des abbesses
bistrot chez soi,"140 av. de saint-ouen, 75018 paris, france",ChIJFwIUZaJv5kcRRHeiDJU2q-8,4.7,294,2.0,http://www.bistrot-chez-soi.fr/,18,av. de saint-ouen
le sanglier bleu,"102 bd de clichy, 75018 paris, france",ChIJn7wNYE5u5kcR0DlewcPHvrw,4.7,1278,2.0,http://www.lesanglierbleu.com/,18,bd de clichy
aux dés calés 18 - moreau,"11 rue hégésippe-moreau, 75018 paris, france",ChIJ47yYyM9v5kcRudbc7cNLWf0,4.6,388,2.0,http://auxdescales18.fr/,18,rue hégésippe-moreau
brasserie les buttes chaumont,"38 av. simon bolivar, 75019 paris, france",ChIJq6oOf8Jt5kcRdlWz18lTG8k,4.3,321,2.0,https://www.instagram.com/lesbutteschaumont/,19,av. simon bolivar
le napoléon iii,"1 pl. armand carrel, 75019 paris, france",ChIJY1QRwsRt5kcRzv52lZ_m00o,4.0,709,2.0,http://napoleon-3.com/privatisation/,19,pl. armand carrel
la forge,"26 av. mathurin moreau, 75019 paris, france",ChIJeQOQYt5t5kcRdED9MgfQekU,4.7,1024,2.0,https://laforge-paris.fr/fr,19,av. mathurin moreau
côté canal,"5 quai de la seine, 75019 paris, france",ChIJ6axZcdht5kcRmyv03e5bHGs,4.4,544,1.0,http://cote-canal-paris.fr/,19,quai de la seine
les bancs publics,"2 rue de nantes, 75019 paris, france",ChIJd0bF1M1t5kcRh_G6Uho2coA,4.5,1534,2.0,https://les-bancs-publics-restaurant-paris.eatbu.com/,19,rue de nantes
les frères laumière,"3 av. de laumière, 75019 paris, france",ChIJcbkLwwVt5kcRxJtPpiZmdS8,4.7,548,2.0,https://lesfrereslaumiere.fr/,19,av. de laumière
brasserie de l'être,"7 ter rue duvergier, 75019 paris, france",ChIJrbcPFtFt5kcR-bsAvG-KVtQ,5.0,51,,https://brasseriedeletre.paris/,19,ter rue duvergier
le pavillon du lac,"rue manin, 75019 paris, france",ChIJ3em1p8Rt5kcRoSVL-kuqADw,4.1,1364,2.0,http://www.facebook.com/lepavillondulacbutteschaumont?utm_source=gmb,19,manin
le pavillon des canaux,"39 quai de la loire, 75019 paris, france",ChIJ5YzMRNBt5kcRube978t86bo,4.3,3365,2.0,http://www.pavillondescanaux.com/,19,quai de la loire
brasserie chez félix,"4 av. corentin cariou, 75019 paris, france",ChIJFeLJQM1t5kcRGqN6zk8dpZc,4.1,141,,https://brasseriefenix.metro.rest/,19,av. corentin cariou
le bastringue,"67 quai de la seine, 75019 paris, france",ChIJ34Lr49Bt5kcRC4KK7QvBZ5A,4.4,1923,2.0,https://le-bastringue.eatbu.com/?lang=fr,19,quai de la seine
au comptoir du temps,"35 av. corentin cariou, 75019 paris, france",ChIJKXr6GzNs5kcRgsbEKogs7kU,4.6,1142,2.0,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=190,19,av. corentin cariou
aux arts et sciences réunis,"161 av. jean jaurès, 75019 paris, france",ChIJrQ_1zsht5kcRcXZBnpWXGkw,4.3,579,2.0,https://www.aux-arts-et-aux-sciences.com/,19,av. jean jaurès
chantefable,"93 av. gambetta, 75020 paris, france",ChIJZegKR5Bt5kcR0ordhe_JIxI,4.4,1279,2.0,http://chantefable.fr/,20,av. gambetta
le refuge,"107 rue de ménilmontant, 75020 paris, france",ChIJx2newq1t5kcRDTc8VWHp1cY,4.7,172,,https://linktr.ee/lerefugedemenilmontant,20,rue de ménilmontant
brasserie des regards,"28 rue de l'ermitage, 75020 paris, france",ChIJYR8Q-rNt5kcR1NZ3RgLwGeo,5.0,22,,https://www.brasseriedesregards.fr/,20,rue de l'ermitage
le lagny,"25 bd davout, 75020 paris, france",ChIJjc3j9n1y5kcRKsGXeLTryWY,4.6,244,1.0,https://lelagny.fr/fr,20,bd davout
bistrot père,"10 av. du père lachaise, 75020 paris, france",ChIJ0YjjfUFt5kcRnfoK7ol-BsY,4.6,190,,https://instagram.com/bistrotpere,20,av. du père lachaise
café le papillon,"144 rue de bagnolet, 75020 paris, france",ChIJDXk7b4Rt5kcRIYzJLmKCrIU,4.6,1250,2.0,http://www.cafelepapillon.com/,20,rue de bagnolet
restaurant la colline,"10 rue pixérécourt, 75020 paris, france",ChIJo8qL85Vt5kcR_kORfYWZ0JM,4.7,541,,https://www.restaurantlacolline.fr/,20,rue pixérécourt
bistrot du métro,"10 pl. gambetta, 75020 paris, france",ChIJQwmj1ZFt5kcR2F9oG149hPg,3.9,597,2.0,https://bistrotdumetro.fr/fr,20,pl. gambetta
les mondes bohèmes - restaurant paris 20,"31 rue des vignoles, 75020 paris, france",ChIJF61Ck3dy5kcRsk9pykWY6zI,4.3,1190,2.0,https://www.mondesbohemes.com/,20,rue des vignoles
le clairon,"328 rue de belleville, 75020 paris, france",ChIJJ09CRaJt5kcRiQaeOZJfM9k,4.4,423,1.0,http://leclairon.free.fr/,20,rue de belleville
aux ours,"236 rue des pyrénées, 75020 paris, france",ChIJscNxg5Ft5kcR2Nms9Ss5eAg,4.0,1140,1.0,https://www.auxours.com/,20,rue des pyrénées
le zéphyr 20ème,"1 rue du jourdain, 75020 paris, france",ChIJ8ywV6upt5kcR0UMxU4q1GQ4,4.1,762,2.0,https://le-zephyr.fr/fr,20,rue du jourdain
ploc,"17 rue saint-blaise 15, 75020 paris, france",ChIJWzehlJdt5kcRiOrg9TDk9o4,4.7,106,,https://www.instagram.com/bistroploc?igsh=MW13anJ5ZWxzM2g3bw==,20,rue saint-blaise 15
le mistral,"401 rue des pyrénées, 75020 paris, france",ChIJF2O_JOpt5kcR5aO3RohbO08,4.3,479,2.0,http://le-mistral.lafourchette.rest/,20,rue des pyrénées
vieux belleville,"12 rue des envierges, 75020 paris, france",ChIJpXvr6utt5kcRbVJMCgSKy_Y,4.6,540,2.0,https://www.le-vieux-belleville.com/,20,rue des envierges
l'entracte,"21 rue malte brun, 75020 paris, france",ChIJKcjnGI5t5kcR9yppM4u8bhA,4.6,439,2.0,http://www.lentractebistrot.fr/,20,rue malte brun
