name,address,place_id,rating,reviews,price_level,website,arrondissement,street_name
les canailles,"25 rue la bruyère, 75009 paris, france",ChIJx4MygUhu5kcRMypVhd_iT8E,4.7,945,2.0,https://www.restaurantlescanailles.fr/en-salle/,9,rue la bruyère
bistrot du 9ème,"1 rue frochot, 75009 paris, france",ChIJJVWoe0Zu5kcRdkA-E3ewHz8,3.7,813,2.0,https://www.reservateur.fr/etablissement/599/Bistrot-du-9%C3%A8me,9,rue frochot
le petit cadet,"9 rue cadet, 75009 paris, france",ChIJuc6GCz9u5kcRS3d-UkLySso,4.3,1118,2.0,http://lepetitcadet-paris.fr/fr,9,rue cadet
bistrot rougemont,"10 rue rougemont, 75009 paris, france",ChIJUcfEzl5v5kcRMnJEpWQ0ST8,4.7,720,2.0,http://www.bistrot-rougemont.fr/,9,rue rougemont
bourgogne sud,"14 rue de clichy, 75009 paris, france",ChIJqQhQkklu5kcRBWxiLYpzgew,4.5,1251,2.0,https://bourgogne-sud-paris.fr/,9,rue de clichy
le savarin,"4 rue de navarin, 75009 paris, france",ChIJ6RjR3EZu5kcR9KkHdeYEqbk,4.7,691,3.0,https://www.lapantruchoise.com/lesavarin,9,rue de navarin
poni,"24 rue saint-lazare, 75009 paris, france",ChIJ__9Pj0du5kcRJl4tnbeHmvA,4.8,2248,2.0,https://poni-bistro.eatbu.com/?lang=fr#reservation,9,rue saint-lazare
brasserie bellanger,"140 rue du faubourg poissonnière, 75010 paris, france",ChIJLzkwDG5v5kcR4iljevWUw_M,4.7,4055,2.0,https://nouvellegardegroupe.fr/,10,rue du faubourg poissonnière
brasserie floderer,"7 cr des petites écuries, 75010 paris, france",ChIJUcm-vxNu5kcRBE4e7wFBAPE,3.9,1360,3.0,http://www.floderer-paris.com/,10,cr des petites écuries
louisette,"8 boulevard st denis, 75010 paris, france",ChIJC_LUShdv5kcRJg8SUEkor_Y,4.7,4517,,https://www.louisette-paris.com/,10,boulevard st denis
terminus nord,"23 rue de dunkerque, 75010 paris, france",ChIJl5CSSmxu5kcRpmSb14jQGxA,4.2,4832,2.0,https://www.terminusnord.com//?utm_source=Google&utm_medium=GMB&utm_campaign=TN&y_source=1_MTE2NjUxODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,10,rue de dunkerque
bouillon chartier,"5 rue du 8 mai 1945, 75010 paris, france",ChIJO77c9RRv5kcRL-TBSE082ec,4.6,7480,1.0,https://www.bouillon-chartier.com/,10,rue du 8 mai 1945
brasserie riviera,"118 rue la fayette, 75010 paris, france",ChIJ3Soa7Jtv5kcRb7j3JknTXDM,4.3,620,,http://www.lariviera.paris/,10,rue la fayette
les rupins - restaurant parisien,"35 bd de magenta, 75010 paris, france",ChIJ38_szA1u5kcRtZZK4AhbCpQ,4.6,3138,2.0,http://www.lesrupins.fr/,10,bd de magenta
bouillon julien,"16 rue du faubourg saint-denis, 75010 paris, france",ChIJg8kIZRFu5kcRULZqe9xS-a0,4.1,7626,2.0,https://www.bouillon-julien.com/,10,rue du faubourg saint-denis
le prévoyant,"79 bd de magenta, 75010 paris, france",ChIJny9btRJu5kcRjoMr88Yz9gs,4.2,705,2.0,https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=243,10,bd de magenta
la ville de provins,"74 bd de strasbourg, 75010 paris, france",ChIJHcV-UA1u5kcRBbIajeOZSDc,4.3,814,2.0,http://www.lavilledeprovins.com/,10,bd de strasbourg
la maison bleue,"7 pl. franz liszt, 75010 paris, france",ChIJvX0Tbmtu5kcRFaw-9J09e4k,4.3,1407,2.0,http://www.lamaisonbleue.paris/,10,pl. franz liszt
brasserie de l'hôtel du nord,"102 quai de jemmapes, 75010 paris, france",ChIJN_VadQtu5kcRLwEl3jggM4s,4.3,1225,2.0,https://www.hoteldunordparis.com/,10,quai de jemmapes
valma brasserie provençale,"45 quai de valmy, 75010 paris, france",ChIJ3eIklglu5kcRpX9JYrT_Vlc,4.4,1168,2.0,https://www.brasserie-valma.fr/,10,quai de valmy
le robinet d'or restaurant & bar canal saint martin,"7 rue eugène varlin, 75010 paris, france",ChIJh2Be_stv5kcRtJeuWexCZm0,4.6,311,2.0,http://lerobinetdor.com/,10,rue eugène varlin
the place to... gare de l'est - restaurant pub paris 10,"131 rue du faubourg saint-martin, 75010 paris, france",ChIJH1_HQWJv5kcRlsLG7J1YW14,4.4,1224,2.0,https://www.theplaceto.paris/,10,rue du faubourg saint-martin
l'amour vache,"2 bd de bonne nouvelle, 75010 paris, france",ChIJj_s4SxFu5kcRL6aXemtgYcY,4.3,1533,2.0,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=1275,10,bd de bonne nouvelle
au comptoir,"9 rue de la grange aux belles, 75010 paris, france",ChIJ7S0Roltv5kcR5UOh0qbnRFc,4.2,297,,https://www.brasserieaucomptoir.fr/,10,rue de la grange aux belles
bloom garden restaurant & bar à cocktails,"23 r. du château landon, 75010 paris, france",ChIJA1n6SqJv5kcRjEMCcj0PbI4,4.8,83,,https://bloomhouse-hotel.com/restaurant/,10,r. du château landon
brasserie martin,"24 rue saint-ambroise, 75011 paris, france",ChIJuU_y2Spt5kcR4zgRjp_YWEc,4.6,3993,2.0,https://nouvellegardegroupe.com/,11,rue saint-ambroise
brasserie rosie,"53 rue du faubourg saint-antoine, 75011 paris, france",ChIJpxiIIGdz5kcRw6DgrF-erAA,4.7,5441,2.0,https://brasseriesalamode.com/,11,rue du faubourg saint-antoine
les cuivres - restaurant paris 11,"68 av. de la république, 75011 paris, france",ChIJV7dl_6Bt5kcRLQZuKu0QYiA,4.6,1505,2.0,http://www.lescuivresparis.com/,11,av. de la république
la robe de la girafe - bistro paris 11,"5 rue froment, 75011 paris, france",ChIJ2ygHt_ht5kcRJT3rpsBU2sQ,4.5,1157,2.0,https://www.larobedelagirafe.com/,11,rue froment
le bistrot du peintre,"116 av. ledru rollin, 75011 paris, france",ChIJ2ZYOZAty5kcRVaUKv_HxrWI,4.4,680,2.0,http://www.bistrotdupeintre.com/,11,av. ledru rollin
charbon café,"109 rue oberkampf, 75011 paris, france",ChIJfU98SuVt5kcRfFDi5Uj6u6Q,4.2,1917,2.0,http://www.lecafecharbon.fr/,11,rue oberkampf
grand café bataclan,"50 bd voltaire, 75011 paris, france",ChIJu1DtVvxt5kcRqHa5XRn0Sis,4.4,261,,http://www.grandcafebataclan.com/,11,bd voltaire
bistrot paul bert,"18 rue paul bert, 75011 paris, france",ChIJnYPdmaZz5kcR80ulUF3wtjQ,4.3,1398,,https://bistrotpaulbert.fr/,11,rue paul bert
falstaff,"10-12 pl. de la bastille, 75011 paris, france",ChIJq1z05ABy5kcRoVEvXvE8i6Q,4.0,3340,,https://falstaffcafe.fr/,11,pl. de la bastille
bistro k,"140 rue de la roquette, 75011 paris, france",ChIJT7MSpWlt5kcR2PhBhXwPJxE,4.9,94,,https://instagram.com/bistro_k_75011?igshid=YTQwZjQ0NmI0OA==,11,rue de la roquette
a la renaissance,"87 rue de la roquette, 75011 paris, france",ChIJbSGWjvdt5kcRTZPgPTeuDPA,4.3,464,2.0,https://www.wiictechnology.com/WiiC_clouds/offre.php?resto=407,11,rue de la roquette
la bonne bière,"32 rue du faubourg du temple, 75011 paris, france",ChIJDTLm1wlu5kcRyjzp_OKbLu4,4.0,2175,2.0,http://www.alabonnebiere.com/,11,rue du faubourg du temple
la poulette de grain,"261 rue du faubourg saint-antoine, 75011 paris, france",ChIJFVHlmwxy5kcRb-DbIbw-RXg,4.5,894,2.0,https://lapoulettedegrain.fr/fr,11,rue du faubourg saint-antoine
la fine mousse,"6 av. jean aicard, 75011 paris, france",ChIJBajpzPFt5kcR_n4amMZrFbk,4.5,1934,2.0,http://www.lafinemousse.fr/,11,av. jean aicard
le bec salé,"119 rue de la roquette, 1 rue pétion, 75011 paris, france",ChIJizAcJPRt5kcRq5XuOmNlo-g,4.6,571,1.0,http://lebecsale.eatbu.com/,11,rue de la roquette
brasserie au métro oberkampf,"19 rue de malte, 75011 paris, france",ChIJX6Ueaf1t5kcRVzbXSKA_kwo,3.8,910,2.0,https://www.aumetro-oberkampf.fr/,11,rue de malte
la petite place paris 12,"202 rue du faubourg saint-antoine, 75012 paris, france",ChIJI4q2LW1z5kcRQEp5PbYSftk,4.6,172,,https://cafelapetiteplace.fr/,12,rue du faubourg saint-antoine
the european,"21 bis bd diderot, 75012 paris, france",ChIJG8QItARy5kcR2o92U4mIRjc,4.1,4724,2.0,http://www.l-europeen.com/,12,bis bd diderot
au bois doree,"270 av. daumesnil, 75012 paris, france",ChIJMUU3tmBy5kcRzeL-OBA3wJI,4.8,480,2.0,http://www.auboisdoree.fr/,12,av. daumesnil
l'ébauchoir,"43-45 rue de cîteaux, 75012 paris, france",ChIJ37Xhzw5y5kcRr2FfxIiIF_w,4.7,1467,2.0,http://www.lebauchoir.com/,12,rue de cîteaux
l´angélique café,"125 rue de reuilly, 75012 paris, france",ChIJ_y7RSQ9z5kcR08cIJ5ZowKU,4.6,306,2.0,http://www.groupechouette.com/,12,rue de reuilly
café restaurant l’arrosoir,"75 av. daumesnil, 75012 paris, france",ChIJ61rG8A9y5kcRik7Xz5oN-MQ,4.0,1877,2.0,http://www.restaurant-larrosoir.com/,12,av. daumesnil
com' à la maison,"51 av. du dr arnold netter, 75012 paris, france",ChIJ_3X3WGNy5kcRpi5EI5laEQk,4.7,152,1.0,https://comalamaisonparis.com/,12,av. du dr arnold netter
la promenade,"32 av. daumesnil, 75012 paris, france",ChIJHTdkFgVy5kcR2bA56JIsfP8,4.4,863,2.0,https://www.facebook.com/LaPromenadeParis/,12,av. daumesnil
chez ma belle mère,"257 av. daumesnil, 75012 paris, france",ChIJ89jpMGdy5kcRn2PmhCdszhs,4.0,1946,2.0,http://menuonline.fr/chezmabellemere,12,av. daumesnil
"restaurant, bar , brasserie la tour, cuisine traditionnelle, paris gare de lyon , galerie gamma","193 rue de bercy, 75012 paris, france",ChIJH_pAExty5kcRlzSZi9qLGpA,4.5,506,,https://brasserie-la-tour-restaurant-paris.eatbu.com/,12,rue de bercy
le dalou,"30 pl. de la nation, 75012 paris, france",ChIJx-g2_3By5kcRmqpWnykXIT0,3.7,2966,2.0,https://www.brasserie-ledalou.fr/,12,pl. de la nation
le repaire,"100 av. daumesnil, 75012 paris, france",ChIJt7JoNBJy5kcRckUfq-q7E8I,4.4,753,1.0,https://www.lerepaire-restaurant.fr/,12,av. daumesnil
la cantine de daumesnil - restaurant paris 12,"119 rue de reuilly, 75012 paris, france",ChIJLfkxom5y5kcRimLiWd35rv0,4.3,693,2.0,https://www.facebook.com/lacantinededaumesnil/,12,rue de reuilly
le chevaleret - brasserie,"122 rue du chevaleret, 75013 paris, france",ChIJYTOknXFz5kcR63uZeaVo6Z0,4.6,178,,https://www.facebook.com/Le-Chevaleret-2226344361026883/,13,rue du chevaleret
chez trassoudaine,"3 pl. nationale, 75013 paris, france",ChIJr36aZSdy5kcRAddTio5dOrQ,4.8,1417,3.0,http://cheztrassoudaine.com/,13,pl. nationale
chez lili et marcel,"1 quai d'austerlitz, 75013 paris, france",ChIJKceE-xhy5kcRCulqReHFCuM,4.1,4213,2.0,http://www.chezlilietmarcel.com/,13,quai d'austerlitz
les affranchis,"98 rue de tolbiac, 75013 paris, france",ChIJ6yHMF4hx5kcRMOPGcynDBBc,4.3,1180,2.0,http://les-affranchis.paris/,13,rue de tolbiac
le quai brasserie,"192 av. de france, 75013 paris, france",ChIJP2vSeSlz5kcR4Jx3BF6ig6o,4.1,379,,http://brasserie-lequai.fr/,13,av. de france
l'age d'or,"26 rue du dr magnan, 75013 paris, france",ChIJiQepvIhx5kcRjn9X73FvFao,4.2,1182,2.0,http://www.lagedorparis.com/,13,rue du dr magnan
dudule,"205 bd vincent auriol, 75013 paris, france",ChIJJ-J8wRZx5kcRMqHPiufAO8Y,4.4,1236,2.0,https://www.cafedudule-paris.com/,13,bd vincent auriol
café jules,"2 rue bobillot, 75013 paris, france",ChIJLwvkCo5x5kcRWhEpKtaBTu4,4.4,2877,2.0,https://www.cafejules-paris.com/,13,rue bobillot
l'avenue,"120 av. de france, 75013 paris, france",ChIJg6wFsjxy5kcR3CfwT8tT7MI,3.5,1524,2.0,https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=914,13,av. de france
le verbalon,"198 bis rue de tolbiac, 75013 paris, france",ChIJCWw0eUpx5kcRvEdNsedJ6yo,4.5,474,2.0,https://leverbalon.fr/,13,bis rue de tolbiac
bomby's café,"9 pl. d'italie, 75013 paris, france",ChIJ32dsNIxx5kcRY8DntGPt2iY,4.3,338,2.0,https://wiictechnology.com/WiiC_clouds/offre.php?resto=546,13,pl. d'italie
le débonnaire,"107 rue du chevaleret, 75013 paris, france",ChIJwdheZiNy5kcRSQysf6Y7lP0,4.3,968,2.0,http://www.ledebonnaire.fr/,13,rue du chevaleret
les frangins,"3 rue des gobelins, 75013 paris, france",ChIJazZ_zZJx5kcRsgsQEGJh6Mc,4.5,456,2.0,https://restaurant-les-frangins.fr/,13,rue des gobelins
l’audièrnes,"22 rue louise weiss, 75013 paris, france",ChIJKew0hiFy5kcRKidKwaWAKCg,4.4,304,,http://www.laudiernes.fr/,13,rue louise weiss
le limousin,"42 rue cantagrel, 75013 paris, france",ChIJGZJeECVy5kcRqLxoR1gp0Qk,4.6,1004,2.0,http://le-limousin-brasserie.fr/,13,rue cantagrel
maison péret - restaurant brasserie - rue daguerre,"6 rue daguerre, 75014 paris, france",ChIJXdQBKypx5kcRfOcgEE7W7Ug,4.5,490,2.0,https://www.maisonperet.com/fr/?utm_source=google&utm_medium=mybusiness,14,rue daguerre
félicie,"174 av. du maine, 75014 paris, france",ChIJm6EsEbRx5kcRH6fDdzGtCP4,4.4,1883,2.0,http://www.felicie.info/,14,av. du maine
au p'tit zinc,"2 rue des plantes, 75014 paris, france",ChIJ4Q62DbRx5kcRcyVkp26QEGk,4.6,700,2.0,http://au-p-tit-zinc.lany.io/,14,rue des plantes
brasserie partage,"79 rue didot, 75014 paris, france",ChIJp1NwddJx5kcRYrTwm9odg8U,4.7,320,,http://www.partagebrasserie.fr/,14,rue didot
la coupole,"102 bd du montparnasse, 75014 paris, france",ChIJYafZxs5x5kcRiDaXQXadCBY,4.4,12502,3.0,https://www.lacoupole-paris.com//?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,14,bd du montparnasse
le petit sommelier de paris,"49 av. du maine, 75014 paris, france",ChIJK-0NQMtx5kcRT2guyXzQChc,4.1,1379,2.0,https://www.lepetitsommelierdeparis.com/,14,av. du maine
le jéroboam,"72 rue didot, 75014 paris, france",ChIJwXuqqk1w5kcRsKIDTpgRJzA,4.8,3645,2.0,http://www.lejeroboam.fr/,14,rue didot
l’essentiel - restaurant paris 14,"168 rue d'alésia, 75014 paris, france",ChIJvW_a_ktw5kcR-H-c9tgHuGQ,4.3,555,2.0,https://lessentiel-paris-14.fr/fr,14,rue d'alésia
bistrot basilic,"34 rue pierre larousse, 75014 paris, france",ChIJw1zvYgxx5kcR9PVaG9WbDEE,4.9,187,,https://bistrot-basilic-paris-14.fr/fr,14,rue pierre larousse
comptoir d'alésia,"125 rue d'alésia, 75014 paris, france",ChIJqaVIqrNx5kcRdPP_ysl_O74,4.2,443,2.0,https://www.comptoirdalesia.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,14,rue d'alésia
brasserie le square,"198 rue raymond losserand, 75014 paris, france",ChIJZ6k6cUVw5kcRz8zaqk90GH8,4.2,218,,https://www.facebook.com/Brasserie-Le-Square-533091136868706/,14,rue raymond losserand
restaurant 14 juillet,"99 rue didot, 75014 paris, france",ChIJ554eu01w5kcRZkgiWHZiYqM,4.5,687,2.0,https://www.le14juillet.fr/,14,rue didot
les petits parisiens (bistrot de bons goûts),"49 av. jean moulin, 75014 paris, france",ChIJ65kTdVNx5kcRb34kg2awxac,4.5,221,,http://www.petits-parisiens.fr/,14,av. jean moulin
la contre allée,"83 av. denfert rochereau, 75014 paris, france",ChIJveLzibhx5kcRN9RVCDkac1U,4.7,200,,http://www.contreallee.net/,14,av. denfert rochereau
le petit broc,"206 bd raspail, 75014 paris, france",ChIJz3lcK89x5kcRsxTboX7MsPg,4.3,532,2.0,http://www.lepetitbroc.fr/,14,bd raspail
harper's paris 15,"46 bis bd du montparnasse, 75015 paris, france",ChIJ04fqLM1x5kcRwZp44k_mdCY,4.8,2849,2.0,http://www.harpers-restaurant.com/,15,bis bd du montparnasse
le café du commerce,"51 rue du commerce, 75015 paris, france",ChIJRQaWcBdw5kcRGyBbSZDLhk8,4.3,4799,2.0,http://www.lecafeducommerce.com/,15,rue du commerce
le felix faure paris,"85 av. félix faure, 75015 paris, france",ChIJQ3gFAQ1w5kcRHVK4HtcDSOE,4.5,269,2.0,https://le-felix-faure-paris-15.fr/fr,15,av. félix faure
comptoir principal,"29 bd de grenelle, 75015 paris, france",ChIJC912hxxw5kcRgZIlxediBHY,4.3,1297,2.0,https://www.comptoirprincipal.com/,15,bd de grenelle
le suffren,"84 av. de suffren, 75015 paris, france",ChIJ65TvOyJw5kcRaLuvK3Qgz7E,4.3,4641,2.0,https://www.instagram.com/lesuffrenparis,15,av. de suffren
l'argument,"121 rue de la convention, 75015 paris, france",ChIJtxL6RRJw5kcRHywELJ1Ry7M,4.3,1092,2.0,http://largument.fr/,15,rue de la convention
la gauloise paris,"59 av. de la motte-picquet, 75015 paris, france",ChIJ23IqeSJw5kcR2oPuQct1dXc,4.3,1182,2.0,"https://www.restaurantlagauloiseparis.fr/,",15,av. de la motte-picquet
brasserie l'apollinaire,"7 pont mirabeau, 75015 paris, france",ChIJE2TJOwhw5kcR36ghNnWaqIs,4.5,620,2.0,http://www.lapollinaire-restaurant.fr/,15,pont mirabeau
le pavillon paris 15,"53b av. de la motte-picquet, 75015 paris, france",ChIJAQCcZSJw5kcR60aF8piOLuk,4.4,739,2.0,https://lepavillon-paris.fr/fr,15,av. de la motte-picquet
brasserie lola,"99 rue du théâtre, 140 av. emile zola, 75015 paris, france",ChIJ-_3AVhdw5kcRWbjeGscubMY,4.3,849,2.0,https://menuonline.fr/brasserielola/carte-restaurant,15,rue du théâtre
au dernier métro,"70 bd de grenelle, 75015 paris, france",ChIJb0sY2htw5kcRlGBg7jp65Kg,4.2,1254,2.0,http://auderniermetro.fr/fr,15,bd de grenelle
frame,"22 rue jean rey, 75015 paris, france",ChIJvdsKwh1w5kcRBk29AGHlfQg,4.2,1528,2.0,https://www.framebrasserie.fr/,15,rue jean rey
le relais du 15ème,"78 av. emile zola, 75015 paris, france",ChIJvYi07Q9w5kcRjoSAOjD6g4Q,4.7,4148,2.0,https://www.relais15.com/,15,av. emile zola
bistro mon rêve,"68 av. félix faure, 75015 paris, france",ChIJ51Slow1w5kcRgXxLmK9Up5A,4.7,955,2.0,http://bistromonreve.fr/fr,15,av. félix faure
brewery laura,"44 rue paul barruel, 75015 paris, france",ChIJVVWpmjhw5kcRx5q-MlYY9-8,4.6,130,,https://brasserielaura.eatbu.com/,15,rue paul barruel
brasserie le convention,"200 rue de la convention, 75015 paris, france",ChIJSV80tWpw5kcRKelbbD14o-M,4.0,1223,2.0,http://convention-cafe.fr/,15,rue de la convention
le murmure fracassant,"108 rue de la convention, 75015 paris, france",ChIJXWdVDBJw5kcR-zNGYBRGR0M,4.3,1248,2.0,https://lemurmure.fr/,15,rue de la convention
l'intrigue,"24 pl. etienne pernet, 75015 paris, france",ChIJTaYiBPFx5kcRieC8D5ri8aw,4.6,115,,http://www.lintrigueparis.fr/,15,pl. etienne pernet
le lutèce,"274 rue lecourbe, 75015 paris, france",ChIJv9uu5xJw5kcRN4f153Pf0Hk,4.4,202,,https://reservateur.fr/etablissement/705/Le-Lut%C3%A8ce,15,rue lecourbe
auteuil brasserie,"78 rue d'auteuil, 75016 paris, france",ChIJEcNXrLB65kcR6leyh3yLQpk,4.1,8202,2.0,https://www.auteuil-brasserie.com/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,16,rue d'auteuil
le bistro de longchamp,"40 rue de longchamp, 75116 paris, france",ChIJQVmhK-Vv5kcRa7e0hGta-AQ,4.5,951,2.0,https://www.facebook.com/Le-Bistro-de-Longchamp-%C3%80-LHeure-De-Lisbonne--259033900465,16,rue de longchamp
la rotonde de la muette,"12 chau. de la muette, 75016 paris, france",ChIJa_51uFRl5kcRkuGS2GFCFEY,4.1,2093,2.0,http://www.rotondemuette.paris/,16,chau. de la muette
le passy,"2 rue de passy, 75016 paris, france",ChIJx4HOlP1v5kcRUY5nVu2bFH8,4.2,1054,2.0,https://lepassy.paris/,16,rue de passy
le bois,"29 rue bois le vent, 75016 paris, france",ChIJrSiQLKt65kcRfHHQMED54ZU,4.3,1142,2.0,http://www.restaurant-lebois.fr/,16,rue bois le vent
le cardinal,"5 pl. de la prte de saint-cloud, 75016 paris, france",ChIJN41FPcB65kcRR0c1FWQSirE,4.3,1254,3.0,http://lecardinalparis.com/,16,pl. de la prte de saint-cloud
bistrot le poincaré,"62 rue de longchamps, 22 av. raymond poincaré angle du, 75016 paris, france",ChIJhft5_vpv5kcRPl37csB1SmQ,4.3,1643,2.0,https://menuonline.fr/lepoincare,16,rue de longchamps
le stella,"133 av. victor hugo, 75016 paris, france",ChIJRcYOf_dv5kcRKbSYAwRYydE,3.9,942,3.0,http://www.lestella.fr/,16,av. victor hugo
brasserie victor hugo,"4 pl. victor hugo, 75016 paris, france",ChIJiWyX5NNv5kcRbb5gt7QvZ-Q,3.5,669,2.0,https://brasserievictorhugo-paris.com/,16,pl. victor hugo
petit victor hugo (pvh),"143 av. victor hugo, 75016 paris, france",ChIJM75MJPhv5kcR4UMSfRGhlQU,4.4,579,2.0,https://www.petitvictorhugo.fr/?y_source=1_MjY4MjIxMjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,16,av. victor hugo
le marceau,"39 av. marceau, 75016 paris, france",ChIJkawvVehv5kcR2YnlsYRz8RQ,4.0,1553,2.0,https://lecafemarceau.fr/?utm_source=Google-Map&utm_medium=Fiche,16,av. marceau
le flandrin,"4 pl. tattegrain, 75116 paris, france",ChIJfTHIxVZl5kcRWsoSezOFKAg,4.1,997,4.0,https://www.leflandrin.com/,16,pl. tattegrain
les fontaines,"219 av. de versailles, 75016 paris, france",ChIJcej_Hr565kcR8KtbXXXG0dc,3.9,868,3.0,https://www.lesfontainesparis.fr/,16,av. de versailles
le murat,"1 bd murat, 75016 paris, france",ChIJVa3oV7d65kcRakWaqJr1dj8,4.3,1433,3.0,http://www.restaurant-lemurat.com/,16,bd murat
la terrasse,"5 pl. de barcelone, 75016 paris, france",ChIJe9QQdKF75kcR1rOkqT9yFtM,4.4,1054,4.0,https://laterrasse-paris-16.fr/fr,16,pl. de barcelone
comptoir du 16,"24 boulevard exelmans, 75016 paris, france",ChIJUbP8M6N65kcRSjUpH_OdaHg,4.3,282,2.0,https://www.comptoirdu16.fr/,16,boulevard exelmans
le paris seize,"18 rue des belles feuilles, 75116 paris, france",ChIJJxUP7Plv5kcRDntnxEMf8XU,4.6,766,2.0,https://www.paris16-restaurant.com/,16,rue des belles feuilles
auberge dab,"161 av. de malakoff, 75116 paris, france",ChIJndJmvPRv5kcRvUnFPfOfmMw,4.2,1529,3.0,http://www.auberge-dab.com/,16,av. de malakoff
la maison,"28 pl. saint-ferdinand, 75017 paris, france",ChIJQdNLN41v5kcR0vzmEhZ8n8o,4.2,1325,2.0,https://menuonline.fr/lamaisonparis17,17,pl. saint-ferdinand
le diplomate paris 17,"110 bd de courcelles, 75017 paris, france",ChIJsQcIZJVv5kcRubdP_Kcbxnc,4.4,281,2.0,https://www.lediplomateparis17.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8677343980817302769,17,bd de courcelles
brasserie le moncey,"brasserie le moncey, 14 bd des batignolles, 75017 paris, france",ChIJ5aXm60xu5kcRSsQrTXqFMlQ,4.3,906,1.0,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=1265,17,le moncey
brasserie naï,"8 av. de la grande armée, 75017 paris, france",ChIJQQT1Vexv5kcRLZEM18nBEY0,4.3,1608,2.0,http://www.nai-brasserie.fr/,17,av. de la grande armée
break | restaurant paris 17 | terrasse | brunch paris,"119 bd pereire, 75017 paris, france",ChIJMX9Gqptv5kcR6qmjbN-UDKY,4.4,931,,https://www.break-paris.fr/,17,bd pereire
le paris 17,"41 rue guersant, 75017 paris, france",ChIJrdVn241v5kcRP9t539L1QoI,4.7,695,2.0,http://www.restaurant-paris17.fr/,17,rue guersant
brasserie le paris rome,"62 bd des batignolles, 75017 paris, france",ChIJd7UGeLNv5kcR3tYKyrigq3s,3.9,432,2.0,https://lor.paris/p/le-paris-rome-paris/accueil,17,bd des batignolles
le congrès maillot,"80 av. de la grande armée, 75017 paris, france",ChIJKbawUotv5kcR0GJTddHY-hY,4.1,2171,2.0,http://www.congres-maillot.com/,17,av. de la grande armée
le poncelet,"83 av. de wagram, 75017 paris, france",ChIJ8cewpZVv5kcRmRE_LdqRKfY,4.3,622,2.0,https://leponcelet.fr/,17,av. de wagram
aux dés calés 17,"181 rue legendre, 75017 paris, france",ChIJc2wBoVRu5kcRlPUnIqUyrCw,4.5,1230,2.0,http://www.auxdescales17.fr/,17,rue legendre
le st cyr,"147 av. de villiers, 75017 paris, france",ChIJN42EMJBv5kcRGwMx64c1zy4,4.3,714,2.0,https://www.le-st-cyr.fr/,17,av. de villiers
les demoiselles restaurant paris 17,"23 rue léon jost, 75017 paris, france",ChIJP1mKHr5v5kcRuQ5dR4pjJEs,4.5,1088,2.0,http://lesdemoiselles.fr/,17,rue léon jost
le dôme villiers - paris,"4 av. de villiers, 75017 paris, france",ChIJDz4kiAVv5kcRP3sU-wLlmoU,4.3,3707,3.0,http://www.ledomevilliers-paris.com/,17,av. de villiers
café lateral,"4 av. mac-mahon, 75017 paris, france",ChIJlwwDkOxv5kcRbaSJSKYoEgs,4.2,1549,3.0,https://cafelateral.com/fr,17,av. mac-mahon
angelus,"4 pl. de la prte de champerret, 75017 paris, france",ChIJoyPSvAlv5kcRvCg1oFIq_1s,4.1,455,,http://angelus-paris.fr/fr,17,pl. de la prte de champerret
l'endroit,"67 place du dr félix lobligeois, 75017 paris, france",ChIJL05E5bFv5kcRmjyrcmqYNig,4.4,1615,2.0,https://lendroit-batignolles.fr/,17,place du dr félix lobligeois
le ballon des ternes,"103 av. des ternes, 75017 paris, france",ChIJu8ChRpNv5kcRU-XUciQ57P4,3.9,532,2.0,https://www.restaurantsparisiens.com/le-ballon-des-ternes/,17,av. des ternes
bistrot môm,"4-6 rue pierre demours, 75017 paris, france",ChIJAUeN9ZJv5kcR-oNIMK-dZC8,4.2,792,2.0,http://www.momrestaurant.fr/,17,rue pierre demours
brasserie barbès,"2 bd barbès, 75018 paris, france",ChIJ4f7h_mhu5kcRtb3IkgcT7pU,4.4,5757,2.0,http://brasseriebarbes.com/,18,bd barbès
bouillon pigalle,"22 bd de clichy, 75018 paris, france",ChIJVb7Sx0Vu5kcR5gDcYjssPWw,4.6,36872,1.0,https://bouillonlesite.com/bouillon-pigalle,18,bd de clichy
cafe francoeur,"129 rue caulaincourt, 75018 paris, france",ChIJT7f3blxu5kcRjiC5XDzFLas,4.4,1503,2.0,http://module.lafourchette.com/fr_FR/module/711293-85968,18,rue caulaincourt
l'atelier ramey,"23 rue ramey, 75018 paris, france",ChIJiSdPY11u5kcRy-YrNzR2Ok4,4.8,1156,2.0,http://www.atelier-ramey.com/,18,rue ramey
