url,matching_links
https://www.lacoupole-paris.com//?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-32211,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-436291,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=COU&y_source=1_MTE2NjUxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-425144"
https://www.lejeroboam.fr/,"/menus-carte/,/menus-carte/#menu-383251"
https://lagedorparis.com/,"https://lagedorparis.com/boire/,https://lagedorparis.com/manger/"
https://www.comptoirdalesia.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,/carte-formules-brunch.php
https://www.le14juillet.fr/,/menus-carte/
https://lessentiel-paris-14.fr/fr,https://lessentiel-paris-14.fr/fr/services
https://bistrot-basilic-paris-14.fr/fr,https://bistrot-basilic-paris-14.fr/fr/services
http://www.auboisdoree.fr/,#0
http://www.chezlilietmarcel.com/,carte/menu.pdf
https://www.comptoirprincipal.com/,"#menu,medias/pdf/comptoir-principal-menu-restaurant-2024-11.pdf,medias/jpg/comptoir-principal-menu-restaurant-2024-11-en.jpg,medias/pdf/comptoir-principal-menu-restaurant-2024-11-en.pdf"
