url,matching_links
https://petits-parisiens.fr/,"https://petits-parisiens.fr/cartes-menus/,https://petits-parisiens.fr/wp-content/uploads/2025/01/B614_Carte_dejeuner_20250128.pdf,https://petits-parisiens.fr/wp-content/uploads/2025/01/B614_Carte_diner_20250128.pdf,https://petits-parisiens.fr/wp-content/uploads/2024/11/Les-Petits-Parisiens_Carte-des-vins-20241105.pdf"
https://www.restaurantlagauloiseparis.fr/,"['/menus-carte/', '/menus-carte/#menu-452339', '/menus-carte/#menu-452357', '/menus-carte/#menu-452358', None]"
https://lepavillon-paris.fr/fr,https://lepavillon-paris.fr/fr/services
https://www.framebrasserie.fr/,https://www.framebrasserie.fr/une-carte-creative/
https://bistromonreve.fr/fr,https://bistromonreve.fr/fr/services
https://www.relais15.com/,/menu
https://auderniermetro.fr/fr,https://auderniermetro.fr/fr/services
https://www.auteuil-brasserie.com/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-441121,/menus-carte/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#menu-441215"
https://lemurmure.fr/,"https://lemurmure.fr/carte-v2/,https://lemurmure.fr/elementor-994/"
https://www.lecafeducommerce.com/,/la-carte/
https://www.rotondemuette.paris/,"#section-menu,https://www.restovisio.com/qrcode/menu/8750"
https://convention-cafe.fr/fr,https://convention-cafe.fr/fr/services
https://leverbalon.fr/,/#post-771-title
https://www.largument.fr/,/menus-carte/
https://www.petitvictorhugo.fr/?y_source=1_MjY4MjIxMjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://userdocs.zenchef.com/362716/xeMWu7169PKEs6htWY75QvMGtqS9wZVp7BNo1oGq.pdf
https://www.leflandrin.com/,https://cdn.prod.website-files.com/63f87c64a4d6a785d1ba8cd5/672a0569a675b3716eb816e4_Menu_Flandrin_2024_11.pdf
https://le-felix-faure-paris-15.fr/fr,https://le-felix-faure-paris-15.fr/fr/services
https://www.restaurant-lebois.fr/,/menus-carte/
https://restaurant-lemurat.com/,#
https://www.lestella.fr/,"#sec3,index.html#sec3,menu/CarteStella.pdf"
https://www.lesfontainesparis.fr/,"['/menus-carte/', '/menus-carte/#menu-459376', '/menus-carte/#menu-455123', '/menus-carte/#menu-455128', '/menus-carte/#menu-455127', None]"
https://www.lediplomateparis17.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8677343980817302769,"https://www.lediplomateparis17.com/le-drive,https://www.lediplomateparis17.com/nos-cartes"
https://brasserievictorhugo-paris.com/,"https://brasserievictorhugo-paris.com/wp-content/uploads/2024/10/Carte-mets-BVH-Octobre-2024-5.pdf,https://brasserievictorhugo-paris.com/wp-content/uploads/2024/06/Carte-BRUNCH-BVH-Juin-2024.pdf,https://brasserievictorhugo-paris.com/wp-content/uploads/2024/06/Carte-mets-BVH-Juin-2024-1.pdf"
https://laterrasse-paris-16.fr/fr,https://laterrasse-paris-16.fr/fr/services
https://lecardinalparis.com:443/,https://lecardinalparis.com/la-carte/
https://www.restaurant-paris17.fr/,"/menus-carte/,/menus-carte/#menu-316972"
https://restaurant-les-frangins.fr/,"https://restaurant-les-frangins.fr/la-carte/,https://restaurant-les-frangins.fr/la-carte"
https://www.auberge-dab.com/,https://www.auberge-dab.com/la-carte/
https://www.paris16-restaurant.com/,"['/menus-carte/', '/menus-carte/#menu-444910', '/menus-carte/#menu-444911', None]"
https://www.auxdescales17.fr/,"/menus-carte/,/menus-carte/#menu-410347"
https://leponcelet.fr/,https://platform.digityser.com/r/59
https://www.ledomevilliers-paris.com/,"https://bourdoncle54277.sharepoint.com/:b:/s/Carte/ESfAU5v5D25MuB7wSMTvIcgBZggJfRml_He8ilTnQiL5ZQ?e=SAIL3g,https://bourdoncle54277.sharepoint.com/:b:/s/Carte/ERwwpG8vEWhNmDVkGlTe8lMBC7qDQoq7oCkWo6gLOYrJWQ?e=1sGi4q"
https://www.lesdemoiselles.fr/,"['/menus-carte/', '/menus-carte/#menu-416868', '/menus-carte/#menu-416869', None]"
https://www.nai-brasserie.fr/,"/menus-carte/,/menus-carte/#menu-422729,/menus-carte/#menu-422741,https://userdocs.zenchef.com/348009/hWWVYaZ5URtenHM6xvB65qMVAiMZ3GVWr0TWOl2r.pdf"
https://cafelateral.com/fr,https://cafelateral.com/fr/services
https://angelus-paris.fr/fr,https://angelus-paris.fr/fr/services
https://www.congres-maillot.com/,https://www.congres-maillot.com/la-carte/
https://aurelais.fr/fr,https://aurelais.fr/fr/services
https://lendroit-batignolles.fr/en/home/,https://lendroit-batignolles.fr/en/home#menu
https://www.julesjo.com/,/cartes
https://momrestaurant.fr/,"https://momrestaurant.fr/cartes/,/cartes/"
