name,address,place_id,rating,reviews,price_level,website,arrondissement
Le Café du Commerce,"51 Rue du Commerce, 75015 Paris, France",ChIJRQaWcBdw5kcRGyBbSZDLhk8,4.3,4799,2,http://www.lecafeducommerce.com/,15
Le Felix Faure Paris,"85 Av. Félix Faure, 75015 Paris, France",ChIJQ3gFAQ1w5kcRHVK4HtcDSOE,4.5,269,2,https://le-felix-faure-paris-15.fr/fr,15
Comptoir Principal,"29 Bd de Grenelle, 75015 Paris, France",ChIJC912hxxw5kcRgZIlxediBHY,4.3,1297,2,https://www.comptoirprincipal.com/,15
Le Suffren,"84 Av. de Suffren, 75015 Paris, France",ChIJ65TvOyJw5kcRaLuvK3Qgz7E,4.3,4641,2,https://www.instagram.com/lesuffrenparis,15
L'Argument,"121 Rue de la Convention, 75015 Paris, France",ChIJtxL6RRJw5kcRHywELJ1Ry7M,4.3,1092,2,http://largument.fr/,15
LA GAULOISE PARIS,"59 Av. de la Motte-Picquet, 75015 Paris, France",ChIJ23IqeSJw5kcR2oPuQct1dXc,4.3,1182,2,"https://www.restaurantlagauloiseparis.fr/,",15
Brasserie L'Apollinaire,"7 Pont Mirabeau, 75015 Paris, France",ChIJE2TJOwhw5kcR36ghNnWaqIs,4.5,620,2,http://www.lapollinaire-restaurant.fr/,15
LE PAVILLON Paris 15,"53B Av. de la Motte-Picquet, 75015 Paris, France",ChIJAQCcZSJw5kcR60aF8piOLuk,4.4,739,2,https://lepavillon-paris.fr/fr,15
Brasserie Lola,"99 Rue du Théâtre, 140 Av. Emile Zola, 75015 Paris, France",ChIJ-_3AVhdw5kcRWbjeGscubMY,4.3,849,2,https://menuonline.fr/brasserielola/carte-restaurant,15
Au Dernier Métro,"70 Bd de Grenelle, 75015 Paris, France",ChIJb0sY2htw5kcRlGBg7jp65Kg,4.2,1254,2,http://auderniermetro.fr/fr,15
Frame,"22 Rue Jean Rey, 75015 Paris, France",ChIJvdsKwh1w5kcRBk29AGHlfQg,4.2,1528,2,https://www.framebrasserie.fr/,15
LA PETITE ROTONDE,"44 Av. Félix Faure, 75015 Paris, France",ChIJZRQrEhJw5kcRHzZIQQKizh8,4.3,521,2,N/A,15
Le Relais du 15ème,"78 Av. Emile Zola, 75015 Paris, France",ChIJvYi07Q9w5kcRjoSAOjD6g4Q,4.7,4148,2,https://www.relais15.com/,15
Bistro Mon Rêve,"68 Av. Félix Faure, 75015 Paris, France",ChIJ51Slow1w5kcRgXxLmK9Up5A,4.7,955,2,http://bistromonreve.fr/fr,15
Brewery Laura,"44 Rue Paul Barruel, 75015 Paris, France",ChIJVVWpmjhw5kcRx5q-MlYY9-8,4.6,130,N/A,https://brasserielaura.eatbu.com/,15
Brasserie Le Convention,"200 Rue de la Convention, 75015 Paris, France",ChIJSV80tWpw5kcRKelbbD14o-M,4,1223,2,http://convention-cafe.fr/,15
Le Murmure Fracassant,"108 Rue de la Convention, 75015 Paris, France",ChIJXWdVDBJw5kcR-zNGYBRGR0M,4.3,1248,2,https://lemurmure.fr/,15
L'Intrigue,"24 Pl. Etienne Pernet, 75015 Paris, France",ChIJTaYiBPFx5kcRieC8D5ri8aw,4.6,115,N/A,http://www.lintrigueparis.fr/,15
Le Lutèce,"274 Rue Lecourbe, 75015 Paris, France",ChIJv9uu5xJw5kcRN4f153Pf0Hk,4.4,202,N/A,https://reservateur.fr/etablissement/705/Le-Lut%C3%A8ce,15
Auteuil Brasserie,"78 Rue d'Auteuil, 75016 Paris, France",ChIJEcNXrLB65kcR6leyh3yLQpk,4.1,8202,2,https://www.auteuil-brasserie.com/?utm_source=Google&utm_medium=GMB&utm_campaign=AUT&y_source=1_MTE2NjUxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,16
Le Bistro de Longchamp,"40 Rue de Longchamp, 75116 Paris, France",ChIJQVmhK-Vv5kcRa7e0hGta-AQ,4.5,951,2,https://www.facebook.com/Le-Bistro-de-Longchamp-%C3%80-LHeure-De-Lisbonne--259033900465,16
La Rotonde de la Muette,"12 Chau. de la Muette, 75016 Paris, France",ChIJa_51uFRl5kcRkuGS2GFCFEY,4.1,2093,2,http://www.rotondemuette.paris/,16
Le Passy,"2 Rue de Passy, 75016 Paris, France",ChIJx4HOlP1v5kcRUY5nVu2bFH8,4.2,1054,2,https://lepassy.paris/,16
Le Bois,"29 Rue Bois le Vent, 75016 Paris, France",ChIJrSiQLKt65kcRfHHQMED54ZU,4.3,1142,2,http://www.restaurant-lebois.fr/,16
Le Kléber Brasserie,"80 Av. Kléber, 75116 Paris, France",ChIJ-yXSUOVv5kcR9fmR_xAkP3w,4.1,1374,2,N/A,16
Le Cardinal,"5 Pl. de la Prte de Saint-Cloud, 75016 Paris, France",ChIJN41FPcB65kcRR0c1FWQSirE,4.3,1254,3,http://lecardinalparis.com/,16
Bistrot Le Poincaré,"62 rue de longchamps, 22 Av. Raymond Poincaré angle du, 75016 Paris, France",ChIJhft5_vpv5kcRPl37csB1SmQ,4.3,1643,2,https://menuonline.fr/lepoincare,16
Le Stella,"133 Av. Victor Hugo, 75016 Paris, France",ChIJRcYOf_dv5kcRKbSYAwRYydE,3.9,942,3,http://www.lestella.fr/,16
Brasserie Victor Hugo,"4 Pl. Victor Hugo, 75016 Paris, France",ChIJiWyX5NNv5kcRbb5gt7QvZ-Q,3.5,669,2,https://brasserievictorhugo-paris.com/,16
Bô-zinc,"59 Av. Mozart, 75016 Paris, France",ChIJr1_SWqx65kcRZ1-eejyFZ0Q,4.3,1316,1,N/A,16
Petit Victor Hugo (PVH),"143 Av. Victor Hugo, 75016 Paris, France",ChIJM75MJPhv5kcR4UMSfRGhlQU,4.4,579,2,https://www.petitvictorhugo.fr/?y_source=1_MjY4MjIxMjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,16
Le Marceau,"39 Av. Marceau, 75016 Paris, France",ChIJkawvVehv5kcR2YnlsYRz8RQ,4,1553,2,https://lecafemarceau.fr/?utm_source=Google-Map&utm_medium=Fiche,16
Le Flandrin,"4 Pl. Tattegrain, 75116 Paris, France",ChIJfTHIxVZl5kcRWsoSezOFKAg,4.1,997,4,https://www.leflandrin.com/,16
Les Fontaines,"219 Av. de Versailles, 75016 Paris, France",ChIJcej_Hr565kcR8KtbXXXG0dc,3.9,868,3,https://www.lesfontainesparis.fr/,16
Le Murat,"1 Bd Murat, 75016 Paris, France",ChIJVa3oV7d65kcRakWaqJr1dj8,4.3,1433,3,http://www.restaurant-lemurat.com/,16
LA TERRASSE,"5 Pl. de Barcelone, 75016 Paris, France",ChIJe9QQdKF75kcR1rOkqT9yFtM,4.4,1054,4,https://laterrasse-paris-16.fr/fr,16
Comptoir du 16,"24 Boulevard Exelmans, 75016 Paris, France",ChIJUbP8M6N65kcRSjUpH_OdaHg,4.3,282,2,https://www.comptoirdu16.fr/,16
Le Paris Seize,"18 Rue des Belles Feuilles, 75116 Paris, France",ChIJJxUP7Plv5kcRDntnxEMf8XU,4.6,766,2,https://www.paris16-restaurant.com/,16
Auberge Dab,"161 Av. de Malakoff, 75116 Paris, France",ChIJndJmvPRv5kcRvUnFPfOfmMw,4.2,1529,3,http://www.auberge-dab.com/,16
La Maison,"28 Pl. Saint-Ferdinand, 75017 Paris, France",ChIJQdNLN41v5kcR0vzmEhZ8n8o,4.2,1325,2,https://menuonline.fr/lamaisonparis17,17
Le Diplomate Paris 17,"110 Bd de Courcelles, 75017 Paris, France",ChIJsQcIZJVv5kcRubdP_Kcbxnc,4.4,281,2,https://www.lediplomateparis17.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8677343980817302769,17
Brasserie Le Moncey,"BRASSERIE LE MONCEY, 14 Bd des Batignolles, 75017 Paris, France",ChIJ5aXm60xu5kcRSsQrTXqFMlQ,4.3,906,1,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=1265,17
Brasserie Naï,"8 Av. de la Grande Armée, 75017 Paris, France",ChIJQQT1Vexv5kcRLZEM18nBEY0,4.3,1608,2,http://www.nai-brasserie.fr/,17
Break | Restaurant Paris 17 | Terrasse | Brunch Paris,"119 Bd Pereire, 75017 Paris, France",ChIJMX9Gqptv5kcR6qmjbN-UDKY,4.4,931,N/A,https://www.break-paris.fr/,17
Le Paris 17,"41 Rue Guersant, 75017 Paris, France",ChIJrdVn241v5kcRP9t539L1QoI,4.7,695,2,http://www.restaurant-paris17.fr/,17
Brasserie Le Paris Rome,"62 Bd des Batignolles, 75017 Paris, France",ChIJd7UGeLNv5kcR3tYKyrigq3s,3.9,432,2,https://lor.paris/p/le-paris-rome-paris/accueil,17
Le Congrès Maillot,"80 Av. de la Grande Armée, 75017 Paris, France",ChIJKbawUotv5kcR0GJTddHY-hY,4.1,2171,2,http://www.congres-maillot.com/,17
Le Comptoir Parisien,"174 Av. de Clichy, 75017 Paris, France",ChIJN6jQM6lv5kcRwiCI-VYiboo,4.4,299,N/A,N/A,17
Le poncelet,"83 Av. de Wagram, 75017 Paris, France",ChIJ8cewpZVv5kcRmRE_LdqRKfY,4.3,622,2,https://leponcelet.fr/,17
Aux Dés Calés 17,"181 Rue Legendre, 75017 Paris, France",ChIJc2wBoVRu5kcRlPUnIqUyrCw,4.5,1230,2,http://www.auxdescales17.fr/,17
Le St Cyr,"147 Av. de Villiers, 75017 Paris, France",ChIJN42EMJBv5kcRGwMx64c1zy4,4.3,714,2,https://www.le-st-cyr.fr/,17
Les Demoiselles Restaurant Paris 17,"23 Rue Léon Jost, 75017 Paris, France",ChIJP1mKHr5v5kcRuQ5dR4pjJEs,4.5,1088,2,http://lesdemoiselles.fr/,17
Le Dôme Villiers - Paris,"4 Av. de Villiers, 75017 Paris, France",ChIJDz4kiAVv5kcRP3sU-wLlmoU,4.3,3707,3,http://www.ledomevilliers-paris.com/,17
Le Petit Maillot,"269 Bd Pereire, 75017 Paris, France",ChIJNUkbr4xv5kcR0v8210KpqYk,4.5,312,N/A,N/A,17
CAFÉ LATERAL,"4 Av. Mac-Mahon, 75017 Paris, France",ChIJlwwDkOxv5kcRbaSJSKYoEgs,4.2,1549,3,https://cafelateral.com/fr,17
ANGELUS,"4 Pl. de la Prte de Champerret, 75017 Paris, France",ChIJoyPSvAlv5kcRvCg1oFIq_1s,4.1,455,N/A,http://angelus-paris.fr/fr,17
L'Endroit,"67 Place du Dr Félix Lobligeois, 75017 Paris, France",ChIJL05E5bFv5kcRmjyrcmqYNig,4.4,1615,2,https://lendroit-batignolles.fr/,17
Le Ballon des Ternes,"103 Av. des Ternes, 75017 Paris, France",ChIJu8ChRpNv5kcRU-XUciQ57P4,3.9,532,2,https://www.restaurantsparisiens.com/le-ballon-des-ternes/,17
Bistrot MÔM,"4-6 Rue Pierre Demours, 75017 Paris, France",ChIJAUeN9ZJv5kcR-oNIMK-dZC8,4.2,792,2,http://www.momrestaurant.fr/,17
Brasserie Barbès,"2 Bd Barbès, 75018 Paris, France",ChIJ4f7h_mhu5kcRtb3IkgcT7pU,4.4,5757,2,http://brasseriebarbes.com/,18
Bouillon Pigalle,"22 Bd de Clichy, 75018 Paris, France",ChIJVb7Sx0Vu5kcR5gDcYjssPWw,4.6,36872,1,https://bouillonlesite.com/bouillon-pigalle,18
La Brasserie Chapelle,"2 Rue de la Chapelle, 75018 Paris, France",ChIJMSTnG31v5kcRgRKgunW6pXE,4.1,127,N/A,N/A,18
Cafe Francoeur,"129 Rue Caulaincourt, 75018 Paris, France",ChIJT7f3blxu5kcRjiC5XDzFLas,4.4,1503,2,http://module.lafourchette.com/fr_FR/module/711293-85968,18
L'Atelier Ramey,"23 Rue Ramey, 75018 Paris, France",ChIJiSdPY11u5kcRy-YrNzR2Ok4,4.8,1156,2,http://www.atelier-ramey.com/,18
Au Relais,"48 Rue Lamarck, 75018 Paris, France",ChIJP4peY1xu5kcRnN70piFF7ms,4.5,1010,2,https://aurelais.fr/,18
Bistro L'Olivier,"88 Rue Ordener, 75018 Paris, France",ChIJrf5fwF5u5kcRIsOwUSxNsWk,4.8,1311,2,https://www.lolivierparis.fr/,18
Chez Pradel,"168 Rue Ordener, 75018 Paris, France",ChIJ85emdFdu5kcR5gtx5HsSvSQ,4.7,1142,2,N/A,18
Le Jules Jo - Paris 18,"28 Rue Hermel, 75018 Paris, France",ChIJn_VTZF5u5kcRd5FwoPb19xE,4.4,1362,2,https://www.julesjo.com/,18
Au Bon Coin,"49 Rue des Cloys, 75018 Paris, France",ChIJq2o7wFlu5kcRrKsJWQ-7caE,4.5,1389,1,N/A,18
Les copains d’abord,"35 Rue Véron, 75018 Paris, France",ChIJ55FL6apv5kcRv-HGGFkKR4g,4.9,112,N/A,N/A,18
Le Café de la Poste,"76 Rue Damrémont, 75018 Paris, France",ChIJ5XgyS1du5kcR4bQYPBtIfG0,4.4,968,2,http://www.cafelaposte.fr/,18
Chez Clara,"6 Pl. Albert Kahn, 75018 Paris, France",ChIJZyps819u5kcRddJm7FXVq9E,4.5,251,1,N/A,18
Brasserie Bellanger,"140 Rue du Faubourg Poissonnière, 75010 Paris, France",ChIJLzkwDG5v5kcR4iljevWUw_M,4.7,4055,2,https://nouvellegardegroupe.fr/,10
La Bohème du Tertre,"2 Pl. du Tertre, 75018 Paris, France",ChIJIYwfskRu5kcRw-RHkaHmdtM,3.5,1662,3,https://labohememontmartre.fr/,18
La Bohème Montmartre,"2 Pl. du Tertre, 75018 Paris, France",ChIJzw9_Vltu5kcRA-eWn_V2xAY,4,187,N/A,http://www.labohememontmartre.fr/,18
Le Sancerre,"35 Rue des Abbesses, 75018 Paris, France",ChIJ61KrbEVu5kcRNtFbrBic-IM,4,2010,2,http://lesancerreparis.com/,18
Bistrot Chez Soi,"140 Av. de Saint-Ouen, 75018 Paris, France",ChIJFwIUZaJv5kcRRHeiDJU2q-8,4.7,294,2,http://www.bistrot-chez-soi.fr/,18
Le Sanglier Bleu,"102 Bd de Clichy, 75018 Paris, France",ChIJn7wNYE5u5kcR0DlewcPHvrw,4.7,1278,2,http://www.lesanglierbleu.com/,18
Aux Dés Calés 18 - Moreau,"11 Rue Hégésippe-Moreau, 75018 Paris, France",ChIJ47yYyM9v5kcRudbc7cNLWf0,4.6,388,2,http://auxdescales18.fr/,18
Brasserie Les Buttes Chaumont,"38 Av. Simon Bolivar, 75019 Paris, France",ChIJq6oOf8Jt5kcRdlWz18lTG8k,4.3,321,2,https://www.instagram.com/lesbutteschaumont/,19
Le Napoléon III,"1 Pl. Armand Carrel, 75019 Paris, France",ChIJY1QRwsRt5kcRzv52lZ_m00o,4,709,2,http://napoleon-3.com/privatisation/,19
Chez JJ,"174 Av. Jean Jaurès, 75019 Paris, France",ChIJeat39Xxt5kcRpsOyzJ33E5k,4.7,771,2,N/A,19
Brasserie de l'Ourcq,"159 Av. Jean Jaurès, 75019 Paris, France",ChIJF5hYM89t5kcRX0vZg8NEFfw,4.5,85,N/A,N/A,19
La Forge,"26 Av. Mathurin Moreau, 75019 Paris, France",ChIJeQOQYt5t5kcRdED9MgfQekU,4.7,1024,2,https://laforge-paris.fr/fr,19
Côté Canal,"5 Quai de la Seine, 75019 Paris, France",ChIJ6axZcdht5kcRmyv03e5bHGs,4.4,544,1,http://cote-canal-paris.fr/,19
Le passage à niveau,"2A Rue de l'Ourcq, 75019 Paris, France",ChIJS9MpyiVt5kcRRToZXBI3h7Y,4.4,772,1,N/A,19
Jeannette,"143 Av. Jean Jaurès, 75019 Paris, France",ChIJwxEz76Nt5kcRIl3qWIRI-Bc,4.7,287,2,N/A,19
Les Bancs Publics,"2 Rue de Nantes, 75019 Paris, France",ChIJd0bF1M1t5kcRh_G6Uho2coA,4.5,1534,2,https://les-bancs-publics-restaurant-paris.eatbu.com/,19
Les Frères Laumière,"3 Av. de Laumière, 75019 Paris, France",ChIJcbkLwwVt5kcRxJtPpiZmdS8,4.7,548,2,https://lesfrereslaumiere.fr/,19
Brasserie de l'Être,"7 ter Rue Duvergier, 75019 Paris, France",ChIJrbcPFtFt5kcR-bsAvG-KVtQ,5,51,N/A,https://brasseriedeletre.paris/,19
Le Pavillon Du Lac,"Rue Manin, 75019 Paris, France",ChIJ3em1p8Rt5kcRoSVL-kuqADw,4.1,1364,2,http://www.facebook.com/lepavillondulacbutteschaumont?utm_source=gmb,19
Le Pavillon des Canaux,"39 Quai de la Loire, 75019 Paris, France",ChIJ5YzMRNBt5kcRube978t86bo,4.3,3365,2,http://www.pavillondescanaux.com/,19
Brasserie Chez Félix,"4 Av. Corentin Cariou, 75019 Paris, France",ChIJFeLJQM1t5kcRGqN6zk8dpZc,4.1,141,N/A,https://brasseriefenix.metro.rest/,19
Le Bastringue,"67 Quai de la Seine, 75019 Paris, France",ChIJ34Lr49Bt5kcRC4KK7QvBZ5A,4.4,1923,2,https://le-bastringue.eatbu.com/?lang=fr,19
Le Formidable,"2 Av. Jean Jaurès, 75019 Paris, France",ChIJLTlc7dht5kcRA5L0Hbv7RH8,4,1003,2,N/A,19
Au Comptoir Du Temps,"35 Av. Corentin Cariou, 75019 Paris, France",ChIJKXr6GzNs5kcRgsbEKogs7kU,4.6,1142,2,https://wiicmenu-qrcode.com/app/restaurantWebSite.html?resto=190,19
Le Bellerive,"71 Quai de la Seine, 75019 Paris, France",ChIJdZxaPDRt5kcRiQH23-rozXs,4,879,2,N/A,19
Aux Arts et Sciences Réunis,"161 Av. Jean Jaurès, 75019 Paris, France",ChIJrQ_1zsht5kcRcXZBnpWXGkw,4.3,579,2,https://www.aux-arts-et-aux-sciences.com/,19
Le Chaumontois,"12 Rue Armand Carrel, 75019 Paris, France",ChIJ37zR0sRt5kcR-tySWAQIXf0,4.6,261,1,https://www.privateaser.com/lieu/47671-le-chaumontois,19
Chantefable,"93 Av. Gambetta, 75020 Paris, France",ChIJZegKR5Bt5kcR0ordhe_JIxI,4.4,1279,2,http://chantefable.fr/,20
le Refuge,"107 Rue de Ménilmontant, 75020 Paris, France",ChIJx2newq1t5kcRDTc8VWHp1cY,4.7,172,N/A,https://linktr.ee/lerefugedemenilmontant,20
Brasserie des regards,"28 Rue de l'Ermitage, 75020 Paris, France",ChIJYR8Q-rNt5kcR1NZ3RgLwGeo,5,22,N/A,https://www.brasseriedesregards.fr/,20
Le Lagny,"25 Bd Davout, 75020 Paris, France",ChIJjc3j9n1y5kcRKsGXeLTryWY,4.6,244,1,https://lelagny.fr/fr,20
Brasserie Chacha,"150 Boulevard de Charonne, 75020 Paris, France",ChIJSXoYuw5t5kcR8xohSk6FlyU,4.6,312,N/A,https://www.privateaser.com/lieu/48909-brasserie-chacha,20
Bistrot Père,"10 Av. du Père Lachaise, 75020 Paris, France",ChIJ0YjjfUFt5kcRnfoK7ol-BsY,4.6,190,N/A,https://instagram.com/bistrotpere,20
Café Le Papillon,"144 Rue de Bagnolet, 75020 Paris, France",ChIJDXk7b4Rt5kcRIYzJLmKCrIU,4.6,1250,2,http://www.cafelepapillon.com/,20
Restaurant La Colline,"10 Rue Pixérécourt, 75020 Paris, France",ChIJo8qL85Vt5kcR_kORfYWZ0JM,4.7,541,N/A,https://www.restaurantlacolline.fr/,20
Bistrot du Métro,"10 Pl. Gambetta, 75020 Paris, France",ChIJQwmj1ZFt5kcR2F9oG149hPg,3.9,597,2,https://bistrotdumetro.fr/fr,20
Brasserie Du Quartier,"5 Rue du Dr Paquelin, 75020 Paris, France",ChIJSZFFEZpt5kcRXxZ4m3lPtPI,4.7,13,N/A,N/A,20
Les Mondes Bohèmes - Restaurant Paris 20,"31 Rue des Vignoles, 75020 Paris, France",ChIJF61Ck3dy5kcRsk9pykWY6zI,4.3,1190,2,https://www.mondesbohemes.com/,20
La Chope Saint Fargeau,"185 Av. Gambetta, 75020 Paris, France",ChIJ8UPSM-Fx5kcRqYHdHPUliaA,4.4,583,2,N/A,20
Le Clairon,"328 Rue de Belleville, 75020 Paris, France",ChIJJ09CRaJt5kcRiQaeOZJfM9k,4.4,423,1,http://leclairon.free.fr/,20
Aux Ours,"236 Rue des Pyrénées, 75020 Paris, France",ChIJscNxg5Ft5kcR2Nms9Ss5eAg,4,1140,1,https://www.auxours.com/,20
Le Zéphyr 20ème,"1 Rue du Jourdain, 75020 Paris, France",ChIJ8ywV6upt5kcR0UMxU4q1GQ4,4.1,762,2,https://le-zephyr.fr/fr,20
Le Comptoir,"30 Rue Villiers de l'Isle Adam, 75020 Paris, France",ChIJE_LNEJJt5kcRoX_YRuDM8uI,4.4,329,2,N/A,20
Ploc,"17 Rue Saint-Blaise 15, 75020 Paris, France",ChIJWzehlJdt5kcRiOrg9TDk9o4,4.7,106,N/A,https://www.instagram.com/bistroploc?igsh=MW13anJ5ZWxzM2g3bw==,20
Le Mistral,"401 Rue des Pyrénées, 75020 Paris, France",ChIJF2O_JOpt5kcR5aO3RohbO08,4.3,479,2,http://le-mistral.lafourchette.rest/,20
Vieux Belleville,"12 Rue des Envierges, 75020 Paris, France",ChIJpXvr6utt5kcRbVJMCgSKy_Y,4.6,540,2,https://www.le-vieux-belleville.com/,20
L'entracte,"21 Rue Malte Brun, 75020 Paris, France",ChIJKcjnGI5t5kcR9yppM4u8bhA,4.6,439,2,http://www.lentractebistrot.fr/,20
